,Economics,House,Society,Fashion,Education,Technology,Politics,PE,Game,Entertainment
国家队,2.0,8.0,4.0,2.0,6.0,1.0,8.0,315.0,10.0,2.0
大将,2.0,2.0,0.0,1.0,5.0,3.0,16.0,226.0,13.0,13.0
两队,0.0,0.0,0.0,0.0,2.0,0.0,0.0,157.0,5.0,0.0
侵略性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,4.0,9.0
打法,4.0,1.0,1.0,9.0,0.0,0.0,0.0,226.0,120.0,8.0
胜负,12.0,7.0,4.0,4.0,3.0,2.0,1.0,209.0,59.0,15.0
节奏,99.0,218.0,8.0,18.0,48.0,29.0,16.0,399.0,142.0,164.0
队史,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,1.0,0.0
身体素质,0.0,0.0,6.0,0.0,2.0,5.0,1.0,159.0,2.0,1.0
天赋,14.0,8.0,9.0,13.0,61.0,15.0,0.0,266.0,189.0,68.0
底角,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,1.0,0.0
总决赛,2.0,1.0,21.0,40.0,60.0,0.0,0.0,290.0,545.0,15.0
高潮,102.0,98.0,8.0,39.0,48.0,23.0,18.0,348.0,49.0,146.0
筹码,54.0,22.0,5.0,2.0,11.0,3.0,11.0,257.0,21.0,7.0
功臣,0.0,3.0,0.0,6.0,1.0,3.0,2.0,165.0,7.0,7.0
男篮,0.0,1.0,0.0,0.0,0.0,1.0,0.0,180.0,1.0,2.0
回合,0.0,6.0,11.0,8.0,3.0,6.0,11.0,240.0,183.0,8.0
主队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,1.0,0.0
大将军,0.0,0.0,0.0,0.0,1.0,1.0,0.0,237.0,7.0,15.0
悍将,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,7.0,2.0
领袖,16.0,55.0,6.0,15.0,125.0,12.0,33.0,287.0,44.0,46.0
菜鸟,9.0,0.0,2.0,4.0,8.0,1.0,1.0,160.0,50.0,4.0
中场,2.0,3.0,0.0,1.0,1.0,1.0,0.0,128.0,2.0,4.0
犯规,0.0,0.0,0.0,0.0,1.0,0.0,0.0,128.0,0.0,0.0
脚步,34.0,51.0,27.0,46.0,23.0,29.0,32.0,267.0,50.0,16.0
大帽,0.0,0.0,1.0,1.0,0.0,0.0,1.0,117.0,0.0,0.0
老东家,0.0,0.0,1.0,0.0,0.0,0.0,0.0,119.0,2.0,4.0
俱乐部,13.0,135.0,25.0,16.0,80.0,24.0,13.0,377.0,211.0,50.0
队医,0.0,0.0,0.0,0.0,2.0,0.0,0.0,98.0,0.0,0.0
嘘声,0.0,3.0,6.0,2.0,0.0,0.0,0.0,145.0,1.0,4.0
薪金,1.0,5.0,2.0,0.0,22.0,0.0,18.0,147.0,1.0,1.0
次数,67.0,53.0,27.0,1.0,53.0,93.0,20.0,264.0,88.0,27.0
右膝,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.0,0.0,0.0
投手,0.0,0.0,0.0,0.0,0.0,1.0,1.0,96.0,0.0,1.0
开局,3.0,7.0,0.0,0.0,1.0,0.0,2.0,121.0,16.0,4.0
巨星,15.0,2.0,3.0,49.0,8.0,29.0,0.0,211.0,28.0,286.0
前瞻,2.0,10.0,0.0,3.0,0.0,0.0,1.0,127.0,50.0,4.0
飞侠,0.0,0.0,0.0,0.0,0.0,1.0,0.0,93.0,0.0,0.0
禅师,5.0,0.0,0.0,0.0,1.0,0.0,0.0,118.0,1.0,2.0
士气,0.0,1.0,0.0,2.0,4.0,3.0,12.0,112.0,10.0,5.0
截止日,4.0,2.0,0.0,0.0,1.0,0.0,1.0,98.0,2.0,0.0
体能,1.0,1.0,11.0,4.0,9.0,13.0,6.0,115.0,14.0,18.0
小将,0.0,0.0,3.0,0.0,2.0,0.0,4.0,110.0,8.0,16.0
弱旅,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,0.0,0.0
斗志,2.0,1.0,5.0,1.0,3.0,1.0,4.0,113.0,13.0,14.0
客队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0
统治力,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,1.0,0.0
连冠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,5.0,2.0
伤情,0.0,1.0,56.0,0.0,1.0,2.0,3.0,117.0,0.0,6.0
赛区,0.0,0.0,8.0,25.0,15.0,0.0,2.0,185.0,284.0,31.0
时刻,42.0,79.0,16.0,64.0,55.0,121.0,46.0,229.0,118.0,62.0
赛期,0.0,0.0,1.0,0.0,0.0,0.0,1.0,72.0,0.0,0.0
劳资,0.0,0.0,7.0,0.0,4.0,0.0,3.0,106.0,2.0,0.0
进球,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,1.0,0.0
希望,42.0,51.0,48.0,7.0,80.0,60.0,38.0,241.0,68.0,84.0
家伙,2.0,1.0,12.0,8.0,18.0,51.0,0.0,157.0,102.0,12.0
末段,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,0.0,2.0
败仗,0.0,0.0,1.0,0.0,0.0,1.0,0.0,87.0,3.0,1.0
半程,0.0,3.0,5.0,3.0,1.0,1.0,4.0,93.0,1.0,4.0
射手,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,8.0,0.0
季前赛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1.0,0.0
锋线,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0
左脚,0.0,2.0,36.0,0.0,4.0,2.0,0.0,113.0,0.0,1.0
解说员,0.0,0.0,10.0,0.0,0.0,4.0,2.0,74.0,5.0,1.0
悬念,23.0,28.0,7.0,2.0,11.0,9.0,5.0,165.0,54.0,173.0
田黄,2.0,0.0,6.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
训练营,0.0,0.0,1.0,2.0,9.0,8.0,0.0,78.0,11.0,1.0
侧翼,0.0,0.0,2.0,0.0,0.0,0.0,0.0,71.0,3.0,0.0
一条龙,3.0,15.0,4.0,2.0,7.0,2.0,2.0,81.0,2.0,6.0
火锅,0.0,0.0,37.0,1.0,20.0,0.0,4.0,89.0,4.0,26.0
主将,1.0,0.0,1.0,0.0,0.0,2.0,0.0,71.0,13.0,1.0
劲旅,0.0,1.0,0.0,0.0,0.0,1.0,2.0,65.0,10.0,0.0
大赛,29.0,29.0,36.0,579.0,179.0,70.0,2.0,411.0,302.0,104.0
顺位,0.0,0.0,0.0,0.0,9.0,0.0,1.0,60.0,4.0,0.0
狼人,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,29.0,22.0
魔兽,0.0,0.0,0.0,1.0,2.0,0.0,0.0,173.0,417.0,1.0
运动战,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1.0,0.0
常规,40.0,60.0,31.0,40.0,76.0,132.0,46.0,182.0,50.0,53.0
水准,41.0,57.0,5.0,28.0,106.0,36.0,5.0,165.0,61.0,123.0
关键,129.0,213.0,45.0,103.0,164.0,79.0,108.0,264.0,65.0,101.0
左翼,0.0,0.0,1.0,0.0,1.0,6.0,1.0,71.0,2.0,4.0
垃圾,9.0,114.0,135.0,8.0,105.0,393.0,19.0,175.0,50.0,29.0
东家,6.0,9.0,2.0,0.0,12.0,0.0,0.0,74.0,13.0,8.0
左膝,0.0,0.0,2.0,0.0,0.0,0.0,1.0,54.0,0.0,5.0
注意力,18.0,22.0,32.0,38.0,41.0,73.0,4.0,140.0,36.0,19.0
此役,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3.0,0.0
右翼,0.0,0.0,3.0,0.0,9.0,2.0,2.0,70.0,1.0,0.0
好消息,19.0,29.0,17.0,7.0,53.0,42.0,13.0,123.0,43.0,16.0
新星,6.0,8.0,0.0,12.0,6.0,16.0,16.0,80.0,16.0,33.0
榜眼,7.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,5.0
攻守,13.0,2.0,4.0,0.0,0.0,0.0,1.0,70.0,18.0,1.0
专栏,46.0,7.0,3.0,4.0,13.0,5.0,3.0,86.0,7.0,26.0
助教,1.0,0.0,0.0,0.0,55.0,5.0,1.0,80.0,0.0,2.0
魔咒,1.0,1.0,2.0,2.0,1.0,0.0,0.0,63.0,5.0,12.0
韧带,0.0,0.0,3.0,0.0,0.0,8.0,1.0,71.0,1.0,14.0
搭档,5.0,4.0,14.0,35.0,9.0,11.0,3.0,142.0,28.0,207.0
雷霆,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1.0,0.0
场次,2.0,1.0,0.0,2.0,6.0,0.0,0.0,99.0,22.0,193.0
决赛,5.0,2.0,13.0,39.0,22.0,14.0,9.0,142.0,303.0,14.0
巅峰,12.0,35.0,0.0,6.0,9.0,11.0,1.0,97.0,78.0,45.0
看台,0.0,0.0,7.0,0.0,1.0,1.0,1.0,56.0,2.0,2.0
板球,1.0,0.0,0.0,1.0,5.0,3.0,0.0,46.0,0.0,0.0
大猩猩,0.0,0.0,9.0,0.0,16.0,131.0,0.0,59.0,2.0,5.0
战袍,0.0,0.0,1.0,2.0,2.0,0.0,1.0,57.0,8.0,5.0
攻势,10.0,8.0,8.0,6.0,8.0,2.0,8.0,97.0,50.0,45.0
雄鹿,0.0,0.0,0.0,0.0,0.0,2.0,0.0,44.0,0.0,0.0
大战,56.0,47.0,8.0,19.0,42.0,60.0,2.0,164.0,128.0,152.0
名人堂,0.0,0.0,0.0,0.0,0.0,2.0,0.0,46.0,4.0,1.0
人选,20.0,5.0,10.0,4.0,24.0,13.0,70.0,131.0,17.0,227.0
揭幕战,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,6.0,0.0
劣势,25.0,11.0,2.0,7.0,39.0,9.0,0.0,95.0,84.0,15.0
全能,1.0,5.0,2.0,1.0,5.0,14.0,0.0,72.0,15.0,12.0
老大,19.0,39.0,57.0,3.0,25.0,12.0,3.0,128.0,35.0,58.0
脚伤,0.0,0.0,5.0,0.0,0.0,0.0,1.0,49.0,0.0,9.0
化学反应,2.0,0.0,0.0,9.0,0.0,38.0,0.0,80.0,0.0,25.0
阵脚,6.0,1.0,0.0,2.0,2.0,1.0,0.0,51.0,2.0,7.0
防线,11.0,7.0,15.0,6.0,3.0,11.0,11.0,73.0,32.0,3.0
强敌,0.0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,15.0,16.0
本队,0.0,0.0,0.0,0.0,0.0,3.0,0.0,48.0,3.0,0.0
训练馆,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0
良机,28.0,30.0,2.0,4.0,31.0,16.0,7.0,80.0,5.0,8.0
答案,65.0,101.0,69.0,49.0,329.0,279.0,30.0,217.0,132.0,146.0
训练场,0.0,1.0,0.0,1.0,0.0,2.0,6.0,44.0,6.0,0.0
湖人,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,0.0
弱队,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,0.0
小个子,0.0,0.0,1.0,15.0,2.0,6.0,0.0,53.0,1.0,0.0
中路,1.0,14.0,3.0,1.0,3.0,1.0,0.0,57.0,25.0,0.0
攻击力,0.0,0.0,0.0,0.0,0.0,4.0,3.0,69.0,133.0,0.0
起色,29.0,41.0,9.0,0.0,3.0,0.0,4.0,69.0,2.0,6.0
耻辱,2.0,1.0,5.0,0.0,7.0,3.0,5.0,54.0,5.0,2.0
哨声,0.0,0.0,1.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0
玩笑,6.0,5.0,13.0,3.0,20.0,5.0,1.0,81.0,8.0,59.0
爆发力,1.0,5.0,4.0,4.0,1.0,5.0,0.0,71.0,12.0,39.0
经纪人,25.0,56.0,20.0,30.0,18.0,7.0,6.0,172.0,7.0,230.0
臂展,0.0,0.0,1.0,0.0,0.0,2.0,0.0,39.0,0.0,0.0
正轨,4.0,3.0,3.0,2.0,8.0,0.0,6.0,54.0,3.0,4.0
中段,0.0,2.0,0.0,5.0,2.0,5.0,4.0,53.0,2.0,9.0
拼劲,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,1.0,5.0
边线,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,1.0,0.0
队长,10.0,29.0,125.0,0.0,18.0,12.0,12.0,117.0,102.0,21.0
麻烦,10.0,9.0,9.0,1.0,27.0,8.0,3.0,75.0,9.0,5.0
重任,7.0,17.0,7.0,4.0,16.0,12.0,10.0,77.0,11.0,41.0
名宿,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0
火力点,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0
奖杯,2.0,2.0,0.0,12.0,3.0,12.0,0.0,66.0,19.0,65.0
流浪狗,0.0,0.0,17.0,0.0,0.0,1.0,4.0,34.0,0.0,1.0
魔术师,0.0,0.0,1.0,3.0,2.0,9.0,0.0,57.0,4.0,17.0
耐心,10.0,6.0,8.0,5.0,18.0,17.0,4.0,72.0,12.0,10.0
功劳,2.0,6.0,2.0,5.0,1.0,3.0,0.0,56.0,10.0,20.0
老兵,3.0,0.0,7.0,0.0,2.0,16.0,2.0,54.0,22.0,14.0
豪强,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,10.0,1.0
打铁,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0
手腕,3.0,4.0,68.0,26.0,8.0,26.0,6.0,90.0,4.0,24.0
地板,9.0,46.0,51.0,5.0,21.0,20.0,4.0,80.0,14.0,10.0
首胜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,0.0
小霸王,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,4.0,3.0
杀伤力,7.0,5.0,15.0,18.0,4.0,14.0,6.0,69.0,27.0,22.0
大巴,0.0,7.0,57.0,1.0,21.0,2.0,4.0,89.0,1.0,6.0
位数,8.0,14.0,15.0,8.0,18.0,5.0,4.0,61.0,4.0,15.0
首秀,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,3.0
篮球场,1.0,4.0,13.0,0.0,6.0,0.0,1.0,42.0,1.0,1.0
实录,5.0,141.0,8.0,1.0,78.0,9.0,45.0,104.0,3.0,83.0
伤兵,0.0,0.0,0.0,0.0,0.0,8.0,0.0,35.0,0.0,11.0
野兽,2.0,0.0,5.0,4.0,0.0,9.0,0.0,56.0,34.0,20.0
球探,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0
篮框,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0
正赛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0,0.0
战斗力,0.0,0.0,0.0,0.0,3.0,7.0,15.0,58.0,51.0,9.0
巅峰期,1.0,2.0,0.0,2.0,0.0,0.0,0.0,33.0,1.0,6.0
拉杆,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0
五虎,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0
终结者,0.0,2.0,0.0,0.0,0.0,10.0,0.0,43.0,5.0,4.0
帮手,1.0,0.0,13.0,12.0,3.0,6.0,0.0,50.0,8.0,10.0
空当,0.0,1.0,0.0,0.0,2.0,0.0,0.0,31.0,0.0,1.0
刺猬,1.0,0.0,4.0,2.0,3.0,45.0,0.0,36.0,3.0,1.0
底薪,2.0,0.0,2.0,1.0,3.0,0.0,2.0,33.0,0.0,0.0
公关,14.0,66.0,5.0,24.0,18.0,16.0,5.0,80.0,15.0,21.0
四强,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,27.0,0.0
蓝领,3.0,8.0,0.0,1.0,23.0,0.0,0.0,43.0,1.0,1.0
体力,3.0,2.0,27.0,10.0,35.0,18.0,16.0,86.0,80.0,61.0
老大哥,2.0,7.0,1.0,0.0,2.0,0.0,0.0,38.0,3.0,8.0
气势,11.0,32.0,5.0,44.0,12.0,5.0,10.0,88.0,54.0,95.0
替代者,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,0.0
长传,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
奇兵,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,6.0,3.0
护具,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,3.0
专栏作家,2.0,1.0,0.0,2.0,14.0,3.0,1.0,36.0,1.0,4.0
非卖品,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,0.0,1.0
错误,68.0,61.0,116.0,23.0,121.0,88.0,41.0,147.0,107.0,43.0
足球,16.0,16.0,72.0,21.0,101.0,100.0,10.0,222.0,103.0,33.0
分区,1.0,22.0,0.0,2.0,2.0,2.0,15.0,61.0,8.0,1.0
蜂王,0.0,0.0,0.0,1.0,1.0,3.0,0.0,31.0,2.0,0.0
榜首,33.0,28.0,5.0,10.0,39.0,7.0,3.0,75.0,25.0,14.0
处境,22.0,18.0,7.0,1.0,21.0,14.0,13.0,65.0,9.0,23.0
心情,26.0,95.0,117.0,175.0,123.0,43.0,60.0,197.0,141.0,309.0
火线,4.0,2.0,2.0,0.0,1.0,0.0,7.0,36.0,4.0,7.0
软肋,6.0,3.0,0.0,0.0,3.0,3.0,1.0,35.0,5.0,2.0
球票,3.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0
胜算,8.0,3.0,0.0,0.0,6.0,2.0,1.0,38.0,20.0,7.0
双枪,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,18.0,3.0
卡位,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0
近况,3.0,2.0,5.0,0.0,2.0,1.0,6.0,38.0,11.0,15.0
神迹,0.0,0.0,1.0,0.0,0.0,3.0,0.0,30.0,13.0,2.0
五人,1.0,5.0,16.0,0.0,12.0,3.0,17.0,45.0,7.0,4.0
首场,6.0,2.0,2.0,8.0,14.0,4.0,7.0,44.0,4.0,23.0
准星,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0
颓势,43.0,24.0,0.0,2.0,5.0,0.0,1.0,48.0,6.0,8.0
厚望,6.0,8.0,2.0,0.0,7.0,6.0,2.0,43.0,13.0,16.0
特例,8.0,11.0,0.0,20.0,11.0,5.0,0.0,77.0,2.0,6.0
天才,16.0,3.0,7.0,13.0,105.0,47.0,1.0,85.0,38.0,52.0
运动员,5.0,10.0,59.0,23.0,57.0,50.0,120.0,103.0,98.0,56.0
两端,1.0,5.0,4.0,14.0,1.0,12.0,0.0,39.0,3.0,4.0
少将,1.0,0.0,4.0,0.0,4.0,3.0,32.0,41.0,1.0,4.0
将士,0.0,0.0,0.0,0.0,0.0,2.0,4.0,35.0,8.0,6.0
将帅,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0
奇迹,22.0,52.0,93.0,31.0,39.0,85.0,14.0,111.0,61.0,99.0
网队,0.0,0.0,0.0,0.0,3.0,0.0,0.0,31.0,0.0,0.0
代价,60.0,160.0,43.0,6.0,55.0,44.0,44.0,107.0,57.0,41.0
恢复期,2.0,4.0,1.0,0.0,1.0,1.0,0.0,26.0,0.0,0.0
主客场,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,1.0,0.0
大伙儿,1.0,0.0,9.0,2.0,1.0,0.0,1.0,39.0,0.0,9.0
锦标赛,0.0,0.0,3.0,0.0,6.0,2.0,1.0,76.0,42.0,1.0
巨人,2.0,13.0,5.0,3.0,4.0,26.0,3.0,47.0,39.0,8.0
精力,48.0,96.0,25.0,11.0,164.0,46.0,31.0,121.0,112.0,95.0
平手,2.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,4.0,3.0
橄榄球,0.0,0.0,0.0,4.0,11.0,9.0,0.0,40.0,10.0,1.0
劲敌,0.0,1.0,0.0,2.0,0.0,0.0,0.0,31.0,2.0,21.0
战力,0.0,0.0,0.0,0.0,1.0,0.0,10.0,33.0,22.0,3.0
场地,18.0,60.0,34.0,12.0,35.0,21.0,18.0,82.0,47.0,57.0
右脚,0.0,0.0,25.0,1.0,0.0,3.0,1.0,40.0,0.0,8.0
默契,1.0,1.0,3.0,19.0,8.0,1.0,6.0,53.0,15.0,79.0
困境,100.0,94.0,23.0,10.0,58.0,27.0,40.0,99.0,21.0,63.0
戒指,2.0,2.0,65.0,74.0,24.0,16.0,0.0,66.0,52.0,23.0
篮圈,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0
美媒,1.0,0.0,0.0,0.0,4.0,2.0,0.0,22.0,1.0,1.0
头牌,2.0,0.0,0.0,4.0,0.0,2.0,0.0,25.0,1.0,7.0
感冒,0.0,1.0,10.0,1.0,4.0,14.0,3.0,39.0,2.0,7.0
飞人,1.0,1.0,5.0,1.0,4.0,5.0,0.0,23.0,0.0,5.0
欢呼声,1.0,2.0,1.0,0.0,3.0,5.0,7.0,31.0,3.0,4.0
球鞋,4.0,0.0,8.0,50.0,5.0,1.0,0.0,46.0,0.0,6.0
硬仗,0.0,1.0,0.0,0.0,0.0,0.0,9.0,25.0,5.0,2.0
国手,0.0,0.0,2.0,1.0,0.0,1.0,0.0,27.0,16.0,2.0
铁军,0.0,0.0,2.0,0.0,2.0,0.0,1.0,24.0,0.0,0.0
玩家,29.0,2.0,21.0,11.0,10.0,29.0,1.0,3.0,14667.0,17.0
网游,1.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,1923.0,12.0
剧情,2.0,9.0,10.0,19.0,6.0,6.0,2.0,8.0,1398.0,934.0
客户端,6.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,702.0,1.0
装备,12.0,13.0,20.0,108.0,21.0,114.0,198.0,8.0,1527.0,48.0
平台,495.0,578.0,122.0,126.0,290.0,210.0,201.0,13.0,1628.0,137.0
选手,8.0,4.0,102.0,162.0,155.0,61.0,52.0,25.0,1529.0,119.0
PC,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,463.0,0.0
战队,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,828.0,0.0
单机,0.0,0.0,0.0,0.0,0.0,69.0,2.0,0.0,887.0,2.0
敌人,9.0,2.0,4.0,0.0,13.0,49.0,25.0,40.0,1304.0,100.0
道具,2.0,7.0,23.0,20.0,4.0,16.0,6.0,16.0,852.0,231.0
版本,52.0,23.0,31.0,24.0,39.0,167.0,26.0,15.0,996.0,368.0
专稿,7.0,2.0,8.0,0.0,17.0,33.0,4.0,6.0,495.0,3.0
武器,13.0,12.0,21.0,61.0,51.0,196.0,249.0,94.0,1327.0,113.0
官网,11.0,63.0,2.0,54.0,52.0,56.0,6.0,117.0,590.0,164.0
等级,67.0,74.0,24.0,20.0,268.0,57.0,57.0,21.0,1003.0,9.0
新作,10.0,0.0,1.0,12.0,1.0,7.0,2.0,0.0,667.0,316.0
怪物,0.0,2.0,13.0,4.0,4.0,57.0,0.0,2.0,751.0,18.0
暴雪,0.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,655.0,1.0
英雄,19.0,19.0,29.0,14.0,25.0,56.0,46.0,78.0,1138.0,429.0
出处,15.0,9.0,3.0,3.0,18.0,7.0,0.0,0.0,394.0,73.0
属性,26.0,141.0,5.0,7.0,6.0,34.0,14.0,7.0,754.0,23.0
赛事,2.0,25.0,4.0,93.0,26.0,25.0,11.0,54.0,752.0,19.0
本作,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0
玩法,3.0,5.0,11.0,8.0,10.0,2.0,1.0,2.0,369.0,1.0
续作,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,2.0
服务器,1.0,0.0,11.0,1.0,5.0,13.0,5.0,0.0,406.0,4.0
宠物,1.0,2.0,57.0,10.0,44.0,97.0,1.0,2.0,691.0,15.0
主机,1.0,1.0,6.0,0.0,2.0,15.0,4.0,0.0,429.0,0.0
人族,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,432.0,0.0
魔法,0.0,0.0,1.0,33.0,2.0,5.0,0.0,1.0,436.0,23.0
熊猫,20.0,0.0,21.0,6.0,6.0,22.0,90.0,10.0,323.0,69.0
乐趣,22.0,30.0,16.0,81.0,53.0,59.0,3.0,29.0,448.0,41.0
截图,1.0,1.0,5.0,2.0,0.0,4.0,0.0,0.0,302.0,6.0
大作,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,291.0,21.0
副本,3.0,1.0,2.0,0.0,10.0,3.0,4.0,0.0,401.0,0.0
引擎,42.0,51.0,28.0,1.0,9.0,128.0,28.0,4.0,469.0,4.0
战场,18.0,11.0,9.0,6.0,17.0,86.0,19.0,16.0,479.0,85.0
短信,249.0,37.0,321.0,14.0,52.0,20.0,11.0,43.0,421.0,102.0
星际,0.0,0.0,0.0,1.0,2.0,116.0,0.0,0.0,355.0,0.0
新手,13.0,2.0,7.0,3.0,6.0,15.0,1.0,0.0,302.0,8.0
关卡,6.0,5.0,6.0,1.0,8.0,3.0,3.0,2.0,306.0,11.0
极品,23.0,6.0,2.0,21.0,5.0,4.0,0.0,1.0,293.0,5.0
仙剑,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,1.0
单人,3.0,2.0,12.0,5.0,11.0,10.0,4.0,6.0,274.0,15.0
厂商,32.0,28.0,8.0,17.0,24.0,111.0,39.0,4.0,364.0,6.0
名称,92.0,71.0,57.0,27.0,228.0,88.0,91.0,5.0,458.0,27.0
资讯,149.0,36.0,8.0,36.0,103.0,19.0,16.0,8.0,396.0,6.0
ap,1.0,0.0,0.0,26.0,1.0,2.0,0.0,0.0,159.0,1.0
宝箱,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,251.0,2.0
工作室,23.0,22.0,8.0,50.0,21.0,22.0,7.0,11.0,334.0,110.0
战役,3.0,5.0,7.0,2.0,4.0,18.0,11.0,18.0,361.0,27.0
动画,4.0,2.0,0.0,3.0,48.0,38.0,5.0,0.0,355.0,701.0
地址,33.0,59.0,102.0,80.0,344.0,205.0,35.0,5.0,359.0,23.0
开发者,1.0,9.0,0.0,1.0,1.0,18.0,0.0,0.0,194.0,0.0
种族,1.0,3.0,0.0,5.0,70.0,23.0,6.0,1.0,292.0,8.0
僵尸,0.0,1.0,0.0,1.0,0.0,16.0,1.0,0.0,313.0,17.0
软件,80.0,222.0,77.0,6.0,167.0,203.0,36.0,3.0,459.0,15.0
法术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,13.0
第一人称,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,157.0,0.0
补丁,1.0,6.0,3.0,3.0,0.0,4.0,0.0,4.0,222.0,0.0
攻略,7.0,14.0,2.0,46.0,68.0,1.0,1.0,1.0,245.0,5.0
详情,15.0,41.0,23.0,28.0,50.0,29.0,17.0,4.0,228.0,26.0
team,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,166.0,1.0
战士,0.0,3.0,94.0,20.0,3.0,24.0,13.0,20.0,297.0,45.0
精灵,1.0,1.0,3.0,32.0,11.0,18.0,0.0,4.0,282.0,14.0
流量,26.0,52.0,14.0,3.0,9.0,33.0,8.0,1.0,210.0,3.0
点数,12.0,5.0,0.0,1.0,9.0,5.0,1.0,1.0,193.0,0.0
小游戏,0.0,0.0,1.0,1.0,3.0,9.0,0.0,1.0,188.0,0.0
奖品,7.0,29.0,3.0,33.0,27.0,29.0,1.0,27.0,231.0,8.0
战争,29.0,11.0,6.0,27.0,49.0,106.0,88.0,10.0,439.0,425.0
神话,40.0,36.0,12.0,28.0,14.0,50.0,4.0,11.0,284.0,63.0
刺客,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,207.0,17.0
帮派,0.0,0.0,6.0,1.0,7.0,0.0,5.0,6.0,243.0,22.0
